ES.CNPJ_BASICO;ES.CNPJ_ORDEM;ES.CNPJ_DV;ES.IDENT_MATRIZ_FILIAL;ES.NOME_FANTASIA;ES.SITUACAO_CADASTRAL;ES.DATA_SITUACAO_CADASTRAL;ES.MOTIVO_SITUACAO_CADASTRAL;ES.CIDADE_EXTERIOR;ES.PAIS,ES.DATA_INICIO_ATIVIDADE;ES.CNAE_PRINCIPAL;ES.CNAE_SECUNDARIA;ES.TIPO_LOGRADOURO;ES.LOGRADOURO;ES.NUMERO;ES.COMPLEMENTO;ES.BAIRRO;ES.CEP;ES.UF;ES.MUNICIPIO;ES.DDD1;ES.TELEFONE1;ES.DDD2;ES.TELEFONE2;ES.DDD_FAX;ES.FAX;ES.EMAIL;ES.SITUACAO_ESPECIAL;ES.DATA_SITUACAO_ESPECIAL;
04717912;0001;30;1;;02;20051103;00;;;20011011;4619200;6821801,6821802,7490199;RUA;OTAVIO RODRIGUES DA CUNHA;272;SALA  01;JARDIM KARAIBA;38411176;MG;5403;34;99718201;;;34;32123030;LEOPOLDO@NATTY.COM.BR;;
06883147;0001;53;1;;08;20041231;01;;;20040805;9492800;;RUA;CLEMENTINO RIBEIRO;207;;CENTRO;64800002;PI;1077;;;;;;;;;
06883214;0001;30;1;;08;20041231;01;;;20040805;9492800;;RUA;SAO BENEDITO;560;;SETE PORTAS;44460000;BA;3623;;;;;;;;;
01331543;0001;54;1;;04;20180911;63;;;19960722;9430800;9493600,9499500;;LOC  PALMEIRAS;S/N;;ADRIANOPOLIS;62430000;CE;1395;;;;;;;;;
06883289;0001;10;1;;08;20041231;01;;;20040805;9492800;;RUA;MINAS GERAIS;781;;OESTE;77600000;TO;9519;;;;;;;;;
04718072;0001;20;1;;04;20220106;63;;;20011009;6920601;;;TV. FRANCISCO DE LEONARDO TRUDA;40;CONJ. 167;CENTRO;90010050;RS;8801;51;32122565;;;51;32122565;proconta-bombassaro@terra.com.br;;
06883387;0001;58;1;;08;20041231;01;;;20040805;9492800;;;QNH;3;LT 36;BRASILIA;70002900;DF;9701;;;;;;;;;
06883447;0001;32;1;;08;20041231;01;;;20040805;9492800;;RUA;FERNANDO CORREIA;1151;;CENTRO;78195000;MT;9059;;;;;;;;;
06883485;0001;95;1;;08;20041231;01;;;20040805;9492800;;RUA;JOAO VASCONCELOS PORTO;132;;CENTRO;58180000;PB;2123;;;;;;;;;
04718288;0001;95;1;ANALYSES ENGENHARIA AMBIENTAL;08;20060117;01;;;20011016;8299799;6399200,7410299,7490105,7490199,8219999,8299703,8299707;RUA;BENTO GONCALVES;1016;SALA 407;CENTRO;95900010;RS;8729;;;;;;;;;
20602579;0001;70;1;;02;20051103;00;;;19850429;6810203;;RUA;ENGENHEIRO CARLOS MATA MACHADO;321;;CENTRO;35790000;MG;4417;38;37217637;;;;;CONTABILIDADERB.CURVELO@GMAIL.COM;;
04718587;0001;20;1;;08;20081231;71;;;20010924;4530703;;AVENIDA;SENADOR TEOTONIO VILELA;6183;LOTE 11 QUADRA 02;JARDIM ORBAN;04833001;SP;7107;;;;;;;;;
57757197;0001;25;1;;02;20051103;00;;;19870612;6911701;;RUA;ROMA;620;CONJ  73 B                ANDAR 7;LAPA;05050090;SP;7107;11;38130911;;;;;ESCRIBA@ESCRIBACONT.COM.BR;;
04718745;0001;41;1;FESTAS & FESTAS;04;20181011;63;;;20010928;9329899;;AVENIDA;BENVINDO DE NOVAES;1.560;;RECREIO DOS BANDEIRANTES;22780160;RJ;6001;021;25247737;;;;;;;
07566461;0001;75;1;SULVELOX INFORMATICA;04;20210318;63;;;20050831;4751201;4753900;RUA;RUA WASHINGTON LUIZ;90;SALA  05;PINHEIRINHO;88804497;SC;8089;48;11111111;;;48;30456099;SULVELOXINF@HOTMAIL.COM;;
06884348;0001;75;1;;08;20041231;01;;;20040805;9492800;;RUA;JOAO SALVIANO;191;;CENTRO;58770000;PB;1997;;;;;;;;;
04719103;0001;67;1;;02;20011004;00;;;20011004;9430800;9493600,9499500;RUA;COELHO NETO;311;;JD. GUANABARA;13023020;SP;6291;;;;;;;;;
06884484;0001;65;1;;08;20041231;01;;;20040805;9492800;;RUA;MATO VERDE;228;;CATUTI;39527000;MG;4819;;;;;;;;;
57761991;0001;42;1;;04;20210312;63;;;19870728;1412601;1412603;RUA;BARAO DE LADARIO;670;"ANDAR: 3; LOJA: 372/373; : SHOPPING SP MEGA MIX;";BRAS;03010000;SP;7107;11;28866323;;;;;;;
57763161;0001;54;1;;04;20181023;63;;;19870727;4642701;;RUA;DA PRAIA DOS LAVRADORES;20;TERREO, 1,2 E 3 ANDAR;BRAS;03010040;SP;7107;11;66935141;11;66935142;11;66935143;contal_abaete@uol.com.br;;
04719406;0001;80;1;;04;20180906;63;;;20011018;4929902;;RUA;EUZEBIO CIRILO DE SOUZA;05;;CENTRO;29630000;ES;0758;27;37331352;27;37331300;;;badarocontabilidade@hotmail.com;;
04719418;0001;04;1;SULIMAR MODAS;08;20020920;01;;;20010920;4781400;;RUA;SETE DE SETEMBRO;1.057;2;RESID. LUNARDELLI;15805070;SP;6323;;;;;;;;;
38561601;0001;46;1;BAR E CASA DE CARNE CHURRASCO NA BRASA;08;20001020;01;;;19900507;4722901;;RUA;ANTONIO A REZENDE;127;;CENTRO;37940000;MG;4037;;;;;;;;;
04719476;0001;38;1;;02;20220526;00;;;20011004;6201501;6209100,6204000,6202300,4751201,4742300,3321000;AVENIDA;PAULISTA;2028;COND  PREDIO;BELA VISTA;01310927;SP;7107;11;27282272;;;;;FIDELISALMEIDA@YAHOO.COM.BR;;
02952201;0001;14;1;;08;20050426;01;;;19990128;9511800;3314709;RUA;ILLO OTTANI;166;ANEXO 3;VILA MONTEIRO;08555620;SP;6897;;;;;;;;;
06885077;0001;72;1;PERSONAL RENT A CAR LTDA ME;08;20201016;01;;;20040730;7711000;;RUA;MAJOR JOAQUIM ANTONIO CAMPOS;5760;;CENTRO;88140000;SC;8309;48;33480778;;;;;costaricardo@brturbo.com;;
02952352;0001;72;1;AAFIRP;02;20051103;00;;;19990112;9412099;;RUA;LAFAIETE;1000;SALA  33;CENTRO;14015080;SP;6969;16;34214571;;;;;AAFIRP@AAFIRP.ORG.BR;;
06885119;0001;75;1;WARM PARTICIPACOES;04;20240830;63;;;20030829;4110700;;RUA;ROTA DOS IMIGRANTES;620;;CENTRO;13825000;SP;2953;019;38021011;;;019;38021011;;;
75948430;0001;39;1;;02;20011020;00;;;19730920;2593400;;RUA;BARAO DO RIO BRANCO;960;CX. POSTAL 90;CENTRO;85901180;PR;7927;;;;;;;;;
38566386;0001;76;1;COMERCIAL CARDOSO;02;20050604;00;;;19900504;1623400;1610203,1629301,4671100,4744002;FAZENDA;OLHOS DAGUA;SN;;ZONA RURAL;39550000;MG;5359;38;91980706;;;;;FORMULACONTABIL@OUTLOOK.COM;;
04720064;0001;18;1;;02;20240106;00;;;20011008;4752100;;RUA;MARIA C PANICA;253;;PRESIDENTE ALTINO;06210070;SP;6789;011;36824440;;;;;;;
02952668;0001;64;1;CAMPELO MOTORS;02;20210812;00;;;19980814;4511102;4313400,4511101,4647801,4649499,4686902,4687702,4689399,7711000;RUA;MOTO PERPETUO;193;;JARDIM GUANABARA;04860220;SP;7107;11;41148002;;;;;JCAMPELOCOSTA@YAHOO.COM.BR;;
75956185;0001;01;1;;02;20051103;00;;;19741213;4930202;;RUA;BARAO DO RIO BRANCO;822;;CENTRO;85901180;PR;7927;;;;;;;;;
06885616;0001;73;1;;08;20071011;01;;;20040722;7020400;8550301,8550302;RUA;FREDERICO HUBNER;214;;AMERICA;89204280;SC;8179;;;;;;;;;
01333505;0001;30;1;APADERJ;04;20220609;63;;;19960423;9430800;9493600,9499500;RUA;MAESTRO DJALMA DO CARMO;121;;CENTRO;26540120;RJ;5863;21;27911158;21;37615639;21;37615639;factualcontabil@uol.com.br;;
01333521;0001;23;1;;08;20230320;01;;;19960723;4617600;;AVENIDA;PRES.JUSCELINO KUBITSCHEK DE OLIVEIRA;1317;APTO. 01- SALA 01;ZONA 02;87010440;PR;7691;44;30251918;;;44;30251918;;;
02952936;0001;48;1;;02;20050827;00;;;19990125;5620101;1413402,1822901,1822999,3312103,3314707,3702900,3811400,4213800,4311802,4313400,4329104,4399104,4511101,4511102,4649499,4686902,4721102,4729699,4751201,4753900,4754701,4755503,4761003,4763601,4772500,4781400,4789005,4923002,4930201,4930204,5223100,5229002,5229099,5620102,7711000,7719599,7732201,8020001,8121400,8130300,8230002,9601701;AVENIDA;22 DE MAIO;6054;      SOB-SOLO;CENTRO;24800065;RJ;5837;21;26352075;;;;;;;
20626180;0001;29;1;ALFATELE;02;20051103;00;;;19701118;4752100;;AVENIDA;BRASIL;2472;LOJA 1;CENTRO;35020070;MG;4553;33;32715710;;;;;;;
04720478;0001;47;1;;04;20181122;63;;;20011009;4712100;;RUA;MOEMA;282;;CRUZEIRO;89290000;SC;8311;;;;;;;;;
57776643;0001;49;1;;08;20150209;73;;;19870730;4759801;;AVENIDA;REGENTE FEIJO;483;;AGUA RASA;03342000;SP;7107;;;;;;;;;
02953281;0001;22;1;IGREJA;02;20190521;00;;;19990113;9491000;;RUA;C;40;;SETOR NORDESTE;73814530;GO;9361;;;;;;;;;
07737235;0001;00;1;;04;20210318;63;;;20051207;4530704;4313400;RUA;ULISSES FARIA;1.115;SALA  01;CENTRO;83900000;PR;7887;42;35321437;;;47;36241390;lg_contabilidade@brturbo.com.br;;
01334066;0001;80;1;DROGARIA REGIONAL;04;20180911;63;;;19960729;4771701;;AVENIDA;MARECHAL DEODORO;405;;XV DE NOVEMBRO;38200000;MG;4541;;;;;;;;;
04721111;0001;48;1;SOLEMAGIA TURISMO;02;20230223;00;;;20011009;7911200;7912100,7990200;AVENIDA;SETE DE SETEMBRO;3835;LOJA 05;BARRA;40140110;BA;3849;71;91759197;;;;;mdborgcontabil@uol.com.br;;
06886551;0001;80;1;;08;20090330;54;;;20040706;4781400;;RUA;DR COSTA AGUIAR;86;;CENTRO;13010060;SP;6291;;;;;;;;;
06886640;0001;27;1;;02;20220711;00;;;20040525;6462000;;RUA;PADRE ANCHIETA;2443;SALA - 13;BIGORRILHO;80420011;PR;7535;;;;;;;;;
06886730;0001;18;1;SPACO;08;20210521;01;;;20040715;5223100;;RUA;LUIS GOIS;864;;MIRANDOPOLIS;04043050;SP;7107;;;;;;;;;
75971374;0001;53;1;;02;20051103;00;;;19740328;2342702;;RUA;NICOLA PELANDA;5925;;UMBARA;81930360;PR;7535;41;3481814;;;41;3481713;;;
06886960;0001;87;1;THORUS SCISOFT;08;20200203;01;;;20040721;6203100;6202300,4614100,8599604,6204000;RUA;FRANCISCO GLICERIO;1561;SALA  01;VILA EMBARE;13271200;SP;7225;19;33813031;;;19;33813031;ANTONIOCARLOS@PROJECTNEGOCIOS.COM.BR;;
57784530;0001;95;1;PACS;08;20150209;73;;;19870805;1412601;1412603;RUA;MIRAGAIA;429;;BUTANTA;05511020;SP;7107;;;;;;;;;
02953949;0001;31;1;SISTEMA GENESE DE ENSINO;04;20181009;63;;;19990128;8513900;;RUA;82;429;QD. F-16 ST. 41;SETOR SUL;74083010;GO;9373;062;9412018;;;;;;;
06887234;0001;89;1;;04;20220608;63;;;20040702;9430800;9493600,9499500;DISTRITO;DE ANA TERRA;SN;;ANA TERRA;78555000;MT;9763;66;5471972;;;066;5471973;;;
04721797;0001;77;1;ELETRICA SANTA MARIA;04;20181121;63;;;20011017;4689399;4649499,4669999;RUA;DOS POLIMEROS;2000;POLO DE APOIO;POLO;42810220;BA;3413;;;;;;;;;
06887559;0001;61;1;;04;20190329;63;;;20040721;4712100;;RUA;RONDA ALTA;279;;INDUSTRIAL;95170010;RS;8655;;;;;;;;;
04722084;0001;28;1;;08;20081027;02;;;20010924;6491300;;RUA;VEMAG;303;A SALA A;IPIRANGA;04217050;SP;7107;;;;;;;;;
02954305;0001;68;1;;02;20051103;00;;;19981203;5611203;;AVENIDA;ESPERANTINA;140;;JARDIM NORDESTE;03692000;SP;7107;;;;;;;;;
06887885;0001;79;1;;08;20180704;01;;;20040729;4761003;;RUA;ROMAO BRUNO;238;;PQ DAS INDUSTRIAS;13309664;SP;6579;;;;;;;;;
38588372;0001;53;1;ZIMEDICAL;02;20050924;00;;;19900604;4664800;3312102,3313999,4645101,4649402,4669999,4753900,7020400,7739002,7739099;RUA;DONA ALEXANDRINA;96;;CAICARAS;31230030;MG;4123;31;32236775;;;;;MAURICIO@ZIMEXBRASIL.COM.BR;;
01335149;0001;94;1;;08;20020709;01;;;19960725;9521500;;RUA;JOSE BONIFACIO;1063;;CRUZEIRO;95074240;RS;8599;;;;;;;;;
01335172;0001;89;1;CHEIRO DE FAZENDA;04;20241127;32;;;19960729;4789099;;LOTEAMENTO;PARQUE RIBEIRAO;S/N;CASA;ALTINA ALVES;46960000;BA;3687;75;2512470;;;;;ordec@sendnet.com.br;;
01335201;0001;02;1;;08;20081231;71;;;19960729;9430800;9493600,9499500;;ENG  BADALEJO;S/N;;ZONA RURAL;55550000;PE;2307;;;;;;;;;
06888680;0001;08;1;;04;20231026;63;;;20040730;7911200;4752100,7912100,7990200;RUA;SAO PAULO;32;SALA 604;CENTRO;60030100;CE;1389;85;32535456;;;;;;;
75990176;0001;37;1;;02;20050924;00;;;19820111;4930202;4930201,4930203;RUA;JORGE ALVES RIBEIRO;948;;CONRADINHO;85055040;PR;7583;;;;;;;;;
01335545;0001;11;1;MN EXPRESS SERVICOS;04;20210426;63;;;19960729;5320201;;RUA;MELQUIADES CALMON;162;      B;CENTRO;46880000;BA;3595;75;32511285;;;;;mlntransportes@hotmail.com;;
01335583;0001;74;1;VIDRACARIA CRISTAL;08;20081231;71;;;19960729;4744005;;AVENIDA;VENEZUELA;1;;NACOES;83820001;PR;9983;;;;;;;;;
06889044;0001;09;1;;04;20190122;63;;;20040709;4618499;4618401,4618402,4618403;RUA;MIGUEL DE CASTRO;62;SALA 04;CENTRO;35300028;MG;4267;;;;;;;;;
20664264;0001;57;1;;02;19980728;00;;;19811113;9491000;;RUA;MANOEL PENA;513;;AMERICO SILVA;35590000;MG;4743;;;;;;;;;
75995431;0001;34;1;MADEIRAS AJE;02;20051103;00;;;19820126;4744002;;AVENIDA;ANITA GARIBALDI;3736;SALA;BARREIRINHA;82210000;PR;7535;;;;;;;;;
02955541;0001;07;1;;08;20151215;01;;;19990129;4781400;;AVENIDA;BRASIL;3620;SALA-B;CENTRO;87013000;PR;7691;044;2233687;;;;;;;
01774678;0001;94;1;;08;20160105;01;;;19860303;4742300;;RUA;CAPITAO SILVERIO;234-A;;VILA SANTANA;75113580;GO;9221;62;3212043;;;;;;;
02955623;0001;43;1;;02;20240828;00;;;19861029;9491000;;RUA;MELANIAS BARBOSA;508;;B TAQUARUSSU;79006190;MS;9051;67;91010359;;;;;ARRUDAPR1965@GMAIL.COM;;
07964575;0001;73;1;;02;20241004;00;;;20060425;4110700;4120400;RUA;NATAL;126;SALA  9;COUNTRY;85813293;PR;7493;45;33062618;;;;;ATENDIMENTO@SSIMOVEIS.NET.BR;;
01336257;0001;81;1;;08;20150209;73;;;19960403;9430800;9493600,9499500;;LOC  CAMPO DA ESTIVA;SN;;CAMPO DA ESTIVA;89340000;SC;8159;;;;;;;;;
04724022;0001;55;1;;08;20150209;73;;;20010816;9430800;9493600,9499500;AVENIDA;DOM JOSE GASPAR;500;PUC;CORACAO EUCARISTICO;30535610;MG;4123;;;;;;;;;
38601894;0001;48;1;OSVALDO VEICULOS;04;20190117;63;;;19900612;5223100;;RUA;BARBARA HELIODORA;594;;CENTRO;35010040;MG;4553;;;;;;;;;
57806416;0001;19;1;COLEGIO AGNUS DEI UNIDADE VINICIUS DE MORAES;02;20051103;00;;;19870717;8513900;;AVENIDA;CARLOS OBERHUBER;408;;VILA SAO JOSE;04836130;SP;7107;;;;;;;;;
06889855;0001;00;1;VIDA URGENTE;04;20181030;63;;;20040715;8622400;;RUA;INTENDENTE ALFREDO AZEVEDO;581;CONJ. 01;GLORIA;91710010;RS;8801;;;;;;;;;
57807232;0001;73;1;;08;20041201;01;;;19870722;8230001;;AVENIDA;IRERE;736;;PLANALTO PAULISTA;04064002;SP;7107;;;;;;;;;
02956165;0001;67;1;SHUNGKING;02;20040312;00;;;19990112;5611201;;RUA;MARECHAL FLORIANO;145;APT   703;CENTRO;96810002;RS;8839;51;37158400;;;051;7156400;;;
06890182;0001;08;1;CAMARGO REPRESENTACOES;08;20080724;01;;;20040722;4617600;;RUA;VINTE DE SETEMBRO;2021;;MARIA DO CARMO;97670000;RS;8863;55;4311793;;;;;;;
20675419;0001;50;1;O MUNDO DOS OCULOS;04;20220607;63;;;19781127;4774100;;AVENIDA;RIO BRANCO;156;;LIDICE;38400058;MG;5403;34;32576500;;;034;2326500;LEGALIZACAO@AUDICONCONTADORES.COM.BR;;
04724686;0001;14;1;AUTO ELETRICA MARPEL;08;20190612;01;;;20011017;4530703;;RUA;CM 11;164;QUADRA10                  LOTE  08;SETOR CANDIDA DE MORAIS;74463250;GO;9373;62;32971046;62;32971046;62;32971046;sandro.graziani@hotmail.com;;
06890499;0001;36;1;PECAS R.S.;02;0;00;;;20040805;4530701;;RUA;HIGINO LUIZ GONZAGA;150;;ROCADO;88108360;SC;8327;48;32572228;48;32595777;48;32571163;jonas@jonascontabilidade.net;;
04724840;0001;58;1;EL SHADDAI - POLIMENTOS;08;20150209;73;;;20011018;4520005;;RUA;JAVAE;34;;JD FESTUGATO;85864120;PR;7563;;;;;;;;;
04724901;0001;87;1;;02;20051103;00;;;20011016;1414200;1412601;RUA;JOAQUIM SERAFIM ALVES;607;A;CENTRO;36906015;MG;4787;;;;;;;;;
04724976;0001;68;1;SECURITY BAG;04;20181016;63;;;20011009;7739099;;RUA;BARONESA DE BELA VISTA;735;2 ANDAR CJTO 22;JARDIM AEROPORTO;04612002;SP;7107;11;50732436;;;11;50732249;;;
04725020;0001;80;1;DUENIU'S CONFECCOES E CASA DA FARINHA;04;20181106;63;;;20011015;1414200;1510600;RUA;DO TURISMO;S/N;QD.09 - LT.08;TURISTA I;75680001;GO;9289;;;;;;;;;
01337202;0001;96;1;PEQUENO AUTO ESTUFA;02;20051103;00;;;19960723;4520002;4520001;AVENIDA;MARTIM FRANCISCO;1100;;VILA LUCINDA;09230700;SP;7057;11;25643427;;;;;pequeno.automotivos@hotmail.com;;
02956843;0001;91;1;EXCELENCIA SERVICOS E TRANSPORTES;04;20180918;63;;;19990201;8129000;4120400,8020001,5250804,4929902,4923002,7732201;RUA;BRILHANTE;2080;;VILA BANDEIRANTES;79006560;MS;9051;67;30282825;67;30282825;67;30282825;mileniocontabilidadems@hotmail.com;;
04725259;0001;50;1;;02;20011008;00;;;20011008;8650006;4773300,8599604;AVENIDA;GENERAL CANDIDO COSTA;24;SALA  603;CENTRO;95700970;RS;8541;54;34527125;;;;;;;
04725366;0001;89;1;BULEGON RACOES;08;20091002;01;;;20011011;8599699;;RUA;7 DE SETEMBRO;080;;CENTRO;85950000;PR;7739;044;6494293;;;;;;;
76026830;0001;50;1;;02;20221011;00;;;19740617;4619200;;RUA;BRIGADEIRO FRANCO;4054;APT   112 ANDAR : TR;REBOUCAS;80220100;PR;7535;41;32463673;;;41;32463673;doloresj@terra.com.br;;
07724616;0001;54;1;CONSTRUMAR;04;20210319;63;;;20050920;4744099;;RODOVIA;AMARAL PEIXOTO;07;LOTE 07 QUADRA 04;UNAMAR;28927000;RJ;5813;22;26438481;22;26438481;22;26438481;;;
57819278;0001;02;1;;02;20000701;00;;;19870804;8211300;7020400,8299799;CALCADA;DAS PRIMAVERAS;31;SALA  02;CONDOMINIO CENTRO COMERCIAL ALPHAVILLE;06453046;SP;6213;11;32152154;;;;;DIMAGUTI@BOL.COM.BR;;
04725799;0001;34;1;CONSTRUTORA BURITI;04;20210401;63;;;20011008;4120400;4299501;;PRESIDENTE VARGAS;474;;CENTRO;65370000;MA;0867;98;6542414;;;;;;;
07999794;0001;98;1;;02;20211015;00;;;20060424;4930202;4631100,4639701,4721103,4721104,4723700,4930201;RUA;DOUTOR ROBERTO KELY;0;;RETIRO (BACAXA);28995107;RJ;5909;22;26652271;;;;;CWEFILHOSTRANSPORTADORA@HOTMAIL.COM;;
05262484;0001;60;1;THALIA EMPREENDIMENTOS;08;20250106;01;;;20020820;4781400;4772500,9602501;RUA;DAS RAPOSAS;13;LOJA  LOJA;SAMBURA (TAMOIOS);28926736;RJ;5813;22;98181008;;;22;27238457;THALIAVIEIRAPIMENTELVIEIRA@GMAIL.COM;;
07855682;0001;63;1;ROTA DO MAR;04;20210319;63;;;20060215;4781400;;RUA;LUIZ CARLOS DE BARROS VIANA;186;ANEXO;PQ IMPERIAL;28022680;RJ;5819;22;27330830;;;;;;;
02957511;0001;21;1;;02;20031004;00;;;19990202;4669999;2631100,4651601,9512600,7739099,4752100;AVENIDA;MAGALHAES DE CASTRO;4800;EDIF  CONTINENTAL TOWER   ANDAR 17                        UNIDADE 171;CIDADE JARDIM;05676120;SP;7107;11;22460052;;;11;56448611;NOEMI.AGENA@ROHDE-SCHWARZ.COM;;
04726176;0001;86;1;;02;20011016;00;;;20011016;6810201;6810202,4110700,4120400,6463800;RODOVIA;RS 389 KM 25;5990;LOTE  05                  QUADRAF                   COND  GREEN VILLAGE;REMANSO;95588000;RS;5785;51;36651800;;;;;;;
57824971;0001;73;1;;08;19990428;01;;;19870804;4712100;;RUA;NIZAL;60;;PICANCO;07080000;SP;6477;;;;;;;;;
02957756;0001;59;1;;04;20180920;63;;;19990118;4399105;;RUA;BORGES DE MEDEIROS;776;D - FUNDOS;SANTA MARIA;89801970;SC;8081;049;7225518;;;;;;;
06892324;0001;68;1;;08;20041231;01;;;20040809;9492800;;RUA;DO BENDEGO;170;;BENDENGO;48130000;BA;3343;;;;;;;;;
06892458;0001;89;1;;08;20041231;01;;;20040809;9492800;;RUA;JOSE VICENTE;78;;CENTRO;39280000;MG;4187;;;;;;;;;
06892480;0001;29;1;;08;20080305;54;;;20040721;7490104;;RUA;JOSE SIQUEIRA;S/N;SALA 2;CENTRO;62300000;CE;1583;;;;;;;;;
02958002;0001;13;1;;08;20160822;01;;;19990129;6622300;;AVENIDA;GETULIO VARGAS;581;E;CENTRO;45120000;BA;3357;;;;;;;;;
57830358;0001;69;1;;08;20081231;71;;;19870807;7722500;;AVENIDA;ALBERTO BYINGTON;1010;;VILA MARIA;02127000;SP;7107;011;69550638;;;;;;;
01338627;0001;10;1;STAR PLUS;02;20231019;00;;;19960731;4774100;;RUA;OSVALDO CRUZ;1761;;ALDEOTA;60125150;CE;1389;;;;;;;;;
06892826;0001;99;1;;08;20041231;01;;;20040809;9492800;;RUA;DR JOSE CUSTODIO DE AZEVEDO;437;;PARQUE SILVANA;62010000;CE;1559;;;;;;;;;
07547423;0001;75;1;;04;20210319;63;;;20050802;4742300;;RUA;CABO CAVALCANTE;276;PARTE;LAGES;26600000;RJ;5871;21;36934020;;;;;;;
04727085;0001;65;1;;02;20051007;00;;;20011005;2539001;2840200,2543800;AVENIDA;BOM PASTOR;905;;JARDIM BOM PASTOR;09051300;SP;7057;11;98641331;;;11;44753010;QUALYMASTER@QUALYMASTER.COM;;
02958656;0001;47;1;PADARIA E CONFEITARIA CUPCAKE;04;20201029;63;;;19981214;1091101;;RUA;MAJOR AUGUSTO CESAR;376;LOJA;ENGENHEIRO BELFORD;25520230;RJ;5901;;;;;;;;;
20702940;0001;30;1;GRAFICA FERREIRA E BRITO;04;20190123;63;;;19781124;5829800;1741902,5819100;RUA;JOSE CONSTANCIO DA SILVEIRA;232;;CENTRO;37130001;MG;4031;;;;;;;;;
07932980;0001;00;1;;04;20210319;63;;;20051226;9521500;;RUA;PEDRO TELES;15;SALA 101;CENTRO;25515031;RJ;5901;21;26671525;21;30660073;21;26693657;;;
04727742;0001;74;1;ASSOCIACAO ATLETICA UNIAO GUARULHENSE;04;20240830;63;;;20010911;9430800;9493600,9499500;RUA;FRANCISCO FOOT;S/N;PREDIO 07 - APTO 31A;GOPOUVA;07051090;SP;6477;;;;;;;;;
08018799;0001;55;1;EXA- RIDS;04;20210319;63;;;20060505;1411801;1414200,1413401,1411802,1412601;TRAVESSA;SUELI;83 B;QT 3;EDEN;25535210;RJ;5901;21;26915809;;;;;;;
20705968;0001;20;1;GRUPO DAS SAMARITANAS;02;19990801;00;;;19790124;9430800;9493600,9499500;RUA;ANITA GONTIJO GARCIA;100;;CENTRO;37250000;MG;4891;35;38611176;;;;;;;
01339514;0001;39;1;HIPER MERCADO GOTARDO;02;20051103;00;;;19850830;4744099;4530705,4755502,4781400,4782201,4744001,4759899,4789099,4752100,4751201,4757100,4530703,4683400,4732600,4753900,5211701;AVENIDA;BRASIL;757 S;;CENTRO;78300095;MT;9185;65;33113900;;;65;3265252;HIPER@GOTARDO.COM.BR;;
04727879;0001;29;1;DUNASRIOS COMERCIO E REPRESENTACOES;04;20181107;63;;;20011019;4613300;;AVENIDA;JERONIMO CAMARA;81;LATERAL;DIX SEPT ROSADO;59060300;RN;1761;;;;;;;;;
06044728;0001;00;1;;04;20231027;63;;;20031204;4761003;;RUA;CARLOS KLEMTZ;173;;FAZENDINHA;81320000;PR;7535;41;99151329;;;041;30225772;CORALSPORTS@CORALSPORTS.COM.BR;;
06893920;0001;62;1;SEVLIMP;04;20190118;63;;;20040729;4752100;8020001,8121400,9609299,4330404,8230001,8299799,9512600;RUA;ALMEIDA COUTO;03-A;;CENTRO;45200490;BA;3661;73;35257566;;;73;5257566;ary100@hotmail.com;;
38638151;0001;42;1;COMERCIAL PINHEIRO;08;20160104;01;;;19900628;4744005;;AVENIDA;JOAO XXIII;759;A;EDGAR PEREIRA;39400162;MG;4865;;;;;;;;;
01339759;0001;66;1;ADONAI PARK;04;20190111;63;;;19960522;5223100;;RUA;BARAO DO TRIUNFO;177;;25 DE AGOSTO;25070340;RJ;5833;21;27716717;21;27716717;21;27716717;;;
04728346;0001;61;1;IGREJA CRISTA NOVA VIDA;02;20051103;00;;;20010910;9491000;;AVENIDA;LOMANTO JUNIOR;994;;PONTAL;45654000;BA;3573;73;2318283;;;;;vieiranovavida@uol.com.br;;
04728362;0001;54;1;MS & S INTERNACIONAL;04;20180906;63;;;20011017;4619200;;AVENIDA;LUIZ BOITEUX PIAZZA;5076;;PONTA DAS CANAS;88056000;SC;8105;;;;;;;;;
06894417;0001;21;1;;08;20041231;01;;;20040809;9492800;;AVENIDA;SANTA CATARINA;SN;;ITANHANGA;78555000;MT;9763;;;;;;;;;
02959438;0001;27;1;;04;20190328;63;;;19990201;4929901;4929902,4930201,4930204;RUA;CORONEL ALFREDO SODRE;194;GALPAOFRACAO B;SANTA CECILIA;27520060;RJ;5883;24;33546434;;;024;3551522;g2contabil@oi.com.br;;
06894460;0001;97;1;;08;20231212;01;;;20040712;4755503;4649401,4712100,4754701,4759899,4753900;AVENIDA;JUVENAL JOAO VINAGRE;2949;;MAR GRANDE;44470000;BA;3963;71;36332332;71;36332051;71;36333289;SERVCONCONTABILIDADE@HOTMAIL.COM;;
38641999;0001;20;1;;02;20051103;00;;;19900620;1411801;1411802,1412601;AVENIDA;PROFESSOR MURILO DE CARVALHO;03;;SAO FRANCISCO;36881007;MG;4877;32;37223425;;;;;ASSESSORIAMURIAE@GMAIL.COM;;
38643565;0001;60;1;GLADYS MAURICIO;02;20051103;00;;;19900627;4781400;9001999;RUA;PROFESSOR R NONATO;264;;SANTA TEREZA;31010520;MG;4123;31;34672226;31;98292266;;;GLADYS.MAURICIO@TERRA.COM.BR;;
01340188;0001;80;1;;08;20150209;73;;;19960731;6619399;6619305;AVENIDA;CENTENARIO;2883;SALA 606;CHAME CHAME;40155150;BA;3849;071;3419033;;;;;;;
